window,contributor_id,degree,weighted_degree,betweenness,name
1930-1931,245685,24,24,0.000134,Connie Hobbs
1930-1931,411346,33,45,0.000408,Ena Nobbs
1930-1931,233198,24,24,0.000134,Miriam Lester
1930-1931,450002,44,70,0.000805,Myrtle Greenhill
1930-1931,248709,54,109,0.001746,William Perryman
1930-1931,414127,44,70,0.000805,Wyn Scarborough
1930-1931,230711,22,22,0.000136,Don Nicol
1930-1931,411342,22,22,0.000136,Jim Ryan
1930-1931,248710,22,22,0.000136,Molly Tyrell
1930-1931,235609,39,63,0.001059,Dorothy Brunton
1930-1931,449819,21,21,0.000156,Dorothy Duval
1930-1931,494606,21,21,0.000156,Owen Trappes
1930-1931,530538,20,20,1.7e-05,Bonnie Ford
1930-1931,444318,20,20,1.7e-05,Holly Frecker
1930-1931,484002,31,31,0.003892,Mercia George
1930-1931,241182,20,20,1.7e-05,Mona Zeppel
1930-1931,236795,42,45,0.001685,Nellie Barnes
1930-1931,411344,42,45,0.001685,Peggy Rockley
1930-1931,259818,31,32,0.001255,Rosie Le Varde
1930-1931,530539,20,20,1.7e-05,Vera Jeffries
1930-1931,457004,29,119,2.2e-05,Dawn Harding
1930-1931,226739,41,218,0.000339,Evelyn Gardiner
1930-1931,233167,37,203,0.000305,Gregory Stroud
1930-1931,468415,27,81,0.000635,Harry Williams
1930-1931,235944,41,218,0.000339,Ivan Menzies
1930-1931,457530,25,97,1e-06,James Patterson
1930-1931,242192,23,81,0.0,John Fraser
1930-1931,456740,33,135,2.1e-05,Maisie Ramsay
1930-1931,457531,18,51,0.0,Marjory Jacoby
1930-1931,438409,41,218,0.000339,Mary Hotham
1930-1931,450997,23,67,1e-05,Thomas Broderick
1930-1931,456738,18,51,0.0,Tillie Wimpney
1930-1931,457529,19,58,0.0,Bonnie Roberts
1930-1931,530540,19,38,4e-06,Dora Taite
1930-1931,230760,19,38,4e-06,Elsa Stenning
1930-1931,452115,19,38,4e-06,Irma Hugheson
1930-1931,452424,19,38,4e-06,Rita Gibson
1930-1931,480047,24,52,0.000213,Robert Molyneaux
1930-1931,457520,36,113,0.00065,Rona Wimpney
1930-1931,452135,30,75,0.001256,Chester Harris
1930-1931,415062,15,30,2e-06,Ed Keane
1930-1931,405668,15,30,2e-06,Harold Williams
1930-1931,452442,19,46,2.1e-05,Henry Jackson
1930-1931,237994,15,15,0.000502,Frank Morrison
1930-1931,530541,15,15,0.000502,Ivan Samuell
1930-1931,452457,37,61,0.001554,Nell Taylor
1930-1931,444663,15,15,0.000502,Victor Haines
1930-1931,530542,15,15,0.000502,William Tuess
1930-1931,449616,10,10,0.000568,Grace Crotty
1930-1931,516280,27,27,0.001473,Lily Molloy
1930-1931,509828,9,9,3.7e-05,Charles O'Donnell
1930-1931,530574,9,9,3.7e-05,Eddie Fields
1930-1931,235482,9,9,3.7e-05,Fred Quintrell
1930-1931,530573,25,41,0.003826,Josephine Trix
1930-1931,230710,9,9,3.7e-05,Lily Moore
1930-1931,530572,9,9,3.7e-05,Mark Hagon
1930-1931,485649,9,9,3.7e-05,Neil McKay
1930-1931,405792,19,49,0.000533,Renie Riano
1930-1931,505898,9,9,3.7e-05,Sam the Saxaphone Man
1930-1931,528909,12,12,0.0,Doris Foster
1930-1931,480542,12,12,0.0,Edna Ralston
1930-1931,408791,12,12,0.0,Essie Jennings
1930-1931,480792,12,12,0.0,Howard Hall
1930-1931,229033,12,12,0.0,Jim Gerald
1930-1931,473637,12,12,0.0,Leo Trenette
1930-1931,473283,12,12,0.0,Lily Coburn
1930-1931,488553,12,12,0.0,Lou Cottam
1930-1931,488554,12,12,0.0,Thelma Duff
1930-1931,531677,20,40,0.0,Alfred Laronne
1930-1931,525892,20,40,0.0,Barry Ross
1930-1931,507106,29,66,0.000324,Cyril James
1930-1931,530060,20,40,0.0,Denny Murphy
1930-1931,462588,20,40,0.0,Doris Whimp 
1930-1931,530577,20,40,0.0,Hal Cooper
1930-1931,530576,20,40,0.0,Helen Page
1930-1931,531675,20,40,0.0,Jerry Thomas
1930-1931,530575,20,40,0.0,Leon Kimberley
1930-1931,225059,40,565,0.000203,Letty Craydon
1930-1931,531673,20,40,0.0,Linda Lee
1930-1931,403976,20,40,0.0,Mike Connors
1930-1931,531676,20,40,0.0,Peggy Laronne
1930-1931,229034,20,40,0.0,Queenie Paul OAM
1930-1931,480432,20,40,0.0,Reg Beacham
1930-1931,416202,20,40,0.0,Ronnie Hay
1930-1931,531674,20,40,0.0,Scot Brogan
1930-1931,473282,40,565,0.000203,Syd Beck
1930-1931,231602,20,40,0.0,Will Miller
1930-1931,464919,6,6,0.0,Carl Hertz
1930-1931,530578,6,6,0.0,Chung Ling Foo
1930-1931,530581,6,6,0.0,Dixie Lee
1930-1931,530582,6,6,0.0,Harold Lockwood
1930-1931,530579,6,6,0.0,Jonnie Walker
1930-1931,494271,6,6,0.0,Neville Towne
1930-1931,530583,6,6,0.0,Robert Haynes
1930-1931,228155,22,22,0.000132,Ailsa Sutherland
1930-1931,530591,22,22,0.000132,Arthur Beresford
1930-1931,530587,22,22,0.000132,Charles Degotardi
1930-1931,530588,22,22,0.000132,Doris Wainwright
1930-1931,448347,22,22,0.000132,Elizabeth Robinson
1930-1931,530586,22,22,0.000132,George Cassidy
1930-1931,530592,22,22,0.000132,George Ringrose
1930-1931,530585,22,22,0.000132,Georgie Maund
1930-1931,453877,22,22,0.000132,Grace  Hart
1930-1931,402171,22,22,0.000132,Hawdon Wilson
1930-1931,530589,22,22,0.000132,Hugh Pigot
1930-1931,228096,22,22,0.000132,John Wyndham
1930-1931,455891,22,22,0.000132,Muriel Hodgson
1930-1931,453451,22,22,0.000132,Neville Malley
1930-1931,530590,22,22,0.000132,Pinkstan Blackwood
1930-1931,231099,22,22,0.000132,Winifred Green
1930-1931,411297,14,14,1.7e-05,Margaret Vyner
1930-1931,458689,14,14,1.7e-05,Patricia Minchin
1930-1931,530593,19,19,1e-06,Al Wynn
1930-1931,529338,19,19,1e-06,Audrey Lewis
1930-1931,460708,41,41,0.006826,Bert Le Blanc
1930-1931,473304,19,19,1e-06,Edna Emmett
1930-1931,228360,19,19,1e-06,George Ward
1930-1931,530594,19,19,1e-06,Jack Mack
1930-1931,528576,30,30,0.003588,Leonard Rich
1930-1931,530597,19,19,1e-06,Muriel Flood
1930-1931,453407,19,19,1e-06,Nell Stirling
1930-1931,530598,19,19,1e-06,Violet Jagelman
1930-1931,531697,11,11,1.3e-05,Billy Delaney
1930-1931,238619,26,43,0.00033,Edna Moncrieff
1930-1931,531700,11,11,1.3e-05,Eileen Gower
1930-1931,531698,11,11,1.3e-05,Margo McKenzie
1930-1931,405887,11,11,1.3e-05,Maurice Diamond
1930-1931,531699,11,11,1.3e-05,Roma Turner
1930-1931,254010,11,11,1.3e-05,Walter Cornock
1930-1931,403853,21,525,0.0,Daisy Merritt
1930-1931,530606,21,525,0.0,Joan Graham
1930-1931,418218,21,525,0.0,Len Rich
1930-1931,501274,21,525,0.0,Les Warton
1930-1931,251567,21,525,0.0,Lulla Fanning
1930-1931,246086,21,525,0.0,Ron Shand
1930-1931,529765,21,525,0.0,Will Raynor
1930-1931,530607,9,10,0.002416,Arthur Prince
1930-1931,530609,11,40,7.4e-05,Blanche Rose
1930-1931,466180,9,10,0.002416,Jack John Sinclair Lumsdaine
1930-1931,528707,11,34,8.4e-05,Les White
1930-1931,528708,11,40,7.4e-05,Nell McGuire
1930-1931,530608,11,40,7.4e-05,Stanelli Rose
1930-1931,530610,9,32,0.0,Joe Shriner
1930-1931,531349,16,16,0.004139,Edward Kean
1930-1931,483773,16,16,0.004139,John Frazer
1930-1931,531351,16,32,0.0,Alf Pick
1930-1931,531352,16,32,0.0,Florence Whitwam
1930-1931,531350,16,32,0.0,Morris Pick
1930-1931,531353,16,32,0.0,Valda Rowles
1930-1931,456060,16,32,0.0,Walter Kingsley
1930-1931,504111,25,25,4.8e-05,Eric J Wood
1930-1931,411506,25,25,4.8e-05,Isabel Cue
1930-1931,530631,25,25,4.8e-05,Joy Vivian
1930-1931,411513,25,25,4.8e-05,Joyce Turner
1930-1931,411305,25,25,4.8e-05,Sidney Everett
1930-1931,411510,25,25,4.8e-05,Tootles Williams
1930-1931,531639,11,11,6.8e-05,Rene Jope
1930-1931,531761,22,22,1.2e-05,Alicia Noggs
1930-1931,531756,22,22,1.2e-05,Charles Armand
1930-1931,531760,22,22,1.2e-05,Charles Sadler
1930-1931,531758,22,22,1.2e-05,Dave Scott
1930-1931,531762,22,22,1.2e-05,Edna Rout
1930-1931,456056,22,22,1.2e-05,Elsie Robbins
1930-1931,531763,22,22,1.2e-05,Gwen Annabel
1930-1931,530330,22,22,1.2e-05,Harry Masters
1930-1931,464874,22,22,1.2e-05,Jake Mack
1930-1931,530327,22,22,1.2e-05,Ken Hill
1930-1931,531757,22,22,1.2e-05,Nancy Pierce
1930-1931,524974,22,22,1.2e-05,Nita Carr
1930-1931,504925,22,22,1.2e-05,Nola Reid
1930-1931,531759,22,22,1.2e-05,Shirley De Paul
1930-1931,529364,22,22,1.2e-05,Stan Cartnell
1930-1931,452971,22,22,1.2e-05,Stella Collier
1930-1931,557526,2,2,0.0,Clem Daws
1931-1932,228045,2,2,1.1e-05,Albert Collins
1931-1932,227361,29,36,0.015804,Dame Doris Fitton DBE
1931-1932,228046,3,4,3e-06,Freda McGhee
1931-1932,226756,24,28,0.002804,Richard Parry
1931-1932,225581,4,4,0.000412,Edward Howell
1931-1932,452949,10,10,0.011035,Ann Carlson
1931-1932,228051,8,9,0.00926,Garry Byrne
1931-1932,228052,4,4,0.000109,Jean Brodziak
1931-1932,228053,11,11,0.00796,Jean Lawson
1931-1932,227994,8,8,0.012188,Clive Coppard
1931-1932,228055,8,8,0.007012,Erna Living
1931-1932,228054,24,24,0.007482,Marie Rosenfield
1931-1932,228056,1,1,0.0,Wendy Palmer
1931-1932,228057,5,5,0.001106,Arthur Reardon
1931-1932,228058,24,27,0.003075,Raymond Bawtree
1931-1932,228060,25,27,0.004873,Marguerite Cullen-Ward
1931-1932,228061,4,4,0.002207,Kitty Horne
1931-1932,452748,33,63,0.000458,Alexander Marsh
1931-1932,235487,54,86,0.019305,Campbell Copelin
1931-1932,400684,63,80,0.011723,Charles H Wheeler
1931-1932,237984,29,37,0.00149,Coral Browne
1931-1932,235491,14,14,0.000156,Darcy Kelway
1931-1932,401277,28,42,0.000784,E Pirie Bush
1931-1932,237986,21,26,0.000662,Elma Gibbs
1931-1932,228166,39,79,0.000669,Frank Harvey
1931-1932,237985,21,26,0.000662,George Blunt
1931-1932,226107,34,47,0.008409,George Kensington
1931-1932,226704,52,99,0.012228,Harvey Adams
1931-1932,230969,80,144,0.032348,John Fernside
1931-1932,241289,94,110,0.071182,Leonard Stephens
1931-1932,458691,42,68,0.001598,Richard Fair
1931-1932,257098,30,37,0.001123,Tal Ordell
1931-1932,226740,46,52,0.023292,Agnes Doyle
1931-1932,259147,25,40,0.002157,Ethel Morrison
1931-1932,401527,37,73,0.007261,Iris Darbyshire
1931-1932,255879,38,96,0.057214,Jackie Clarke
1931-1932,232966,69,112,0.027067,Katie Towers
1931-1932,226746,38,68,0.00676,Leslie Victor
1931-1932,485673,9,9,1.9e-05,Rene Jofe
1931-1932,449816,8,8,1.6e-05,Emmeline Orford
1931-1932,446223,51,59,0.012613,John Wood
1931-1932,237950,26,36,0.001007,Mary MacGregor
1931-1932,480540,76,91,0.006949,Mona Barlee
1931-1932,401521,77,80,0.009632,Reginald Dane
1931-1932,230923,79,92,0.01011,Roger Barry
1931-1932,227121,102,118,0.061406,Dorothy Dunckley
1931-1932,253876,59,103,0.007711,Dulcie Cherry
1931-1932,254005,65,70,0.039831,George Cross
1931-1932,254025,27,31,0.001696,H V Dangar
1931-1932,235402,24,28,0.000634,Jack Morgan
1931-1932,233260,36,36,0.009125,Marie La Varre
1931-1932,530546,25,49,0.00071,Mary Vane
1931-1932,530443,35,63,0.001451,Molly Brennan
1931-1932,401529,55,103,0.012684,Sadie  Bedford
1931-1932,530544,16,32,0.0,Belle Finlayson
1931-1932,405288,16,32,0.0,Eileen Hewitt
1931-1932,530545,16,32,0.0,Heather Finlayson
1931-1932,530548,16,32,0.0,Helen Brooke
1931-1932,238378,16,32,0.0,Jessica Harcourt
1931-1932,530547,16,32,0.0,Kitty Green
1931-1932,401531,16,32,0.0,Zara Gaden
1931-1932,253646,12,12,4.5e-05,Felix Bland
1931-1932,236693,70,130,0.00666,Frank Leighton
1931-1932,226765,12,12,4.5e-05,Les King
1931-1932,241189,29,49,0.001165,Ronald Atholwood
1931-1932,237939,12,12,4.5e-05,Rowena Ronald
1931-1932,530543,26,26,0.002199,Tischa Guille
1931-1932,241178,65,82,0.025585,Arthur Clarke
1931-1932,251135,45,69,0.008388,Bertie Wright
1931-1932,246070,38,579,0.005426,Betty Lambert
1931-1932,405855,28,56,0.003686,Claude Holland
1931-1932,405856,28,28,0.014127,Fred Witt
1931-1932,405850,51,88,0.012717,Jennie Benson
1931-1932,405857,25,26,0.006121,Lance Vane
1931-1932,230826,46,47,0.019851,Leal Douglas
1931-1932,405860,14,14,3.3e-05,Len Maurice
1931-1932,405782,47,72,0.013482,Mabel Gibson
1931-1932,405858,14,14,3.3e-05,Maurice Jaffey
1931-1932,235512,14,14,3.3e-05,Phyllis Nicholson
1931-1932,405859,25,26,0.006121,Reg Hawthorne
1931-1932,405851,36,54,0.010633,Stan  Foley
1931-1932,242843,12,17,0.000269,Agnes Dobson
1931-1932,226707,23,23,0.006778,Arundel Nixon
1931-1932,233807,12,17,0.000269,Austin Milroy
1931-1932,241406,9,9,2.3e-05,Compton Coutts
1931-1932,230701,12,17,0.000269,Field Fisher
1931-1932,245969,12,17,0.000269,Frank Neil
1931-1932,237932,12,17,0.000269,Hal Percy
1931-1932,449780,9,9,2.3e-05,John Roberts
1931-1932,442405,9,9,2.3e-05,Josie Law
1931-1932,226757,36,79,0.001423,Yvonne Banvard
1931-1932,443504,1,2,0.0,Eric  Edmonds
1931-1932,453570,2,3,3e-06,Eric Pendlebury
1931-1932,256683,9,9,5e-06,Eric Scott
1931-1932,256908,9,9,5e-06,Ethel Paige
1931-1932,469836,9,9,5e-06,George Doran
1931-1932,411201,30,31,0.004784,George Jennings
1931-1932,231777,9,9,5e-06,Loris Bingham
1931-1932,230970,9,9,5e-06,Osmund Wenban
1931-1932,414137,9,9,5e-06,Rita Aslin
1931-1932,226682,55,55,0.023281,Therese Desmond
1931-1932,454591,9,9,5e-06,Walter Vincent
1931-1932,228163,31,31,0.084845,Alfred Race
1931-1932,455307,3,3,0.0,Lali Le Gay Brereton
1931-1932,454758,14,15,0.063081,Marie Boyers
1931-1932,531366,7,7,0.0,Carolyn Forsythe
1931-1932,531362,7,7,0.0,Duane Lascelles
1931-1932,531365,7,7,0.0,E Gurr
1931-1932,443510,7,7,0.0,E J Fleming
1931-1932,531364,7,7,0.0,Harry Hambridge
1931-1932,456049,12,12,0.010154,John Wilson
1931-1932,455193,28,28,0.050912,Nance Gurr
1931-1932,531363,7,7,0.0,Wendy Woolfry
1931-1932,429505,2,2,0.0,Madeleine Howell
1931-1932,453405,8,9,0.006934,Adele Quinn
1931-1932,454757,6,7,0.005296,Frank Hidden
1931-1932,454761,2,2,0.002717,H G Godsall
1931-1932,453058,6,6,0.0,Lyndsay Shaw
1931-1932,453059,6,6,0.0,Phillida Cooper
1931-1932,442906,54,54,0.169836,Rita Humfress
1931-1932,401915,6,6,0.0,S R Irving
1931-1932,246246,24,24,0.036009,Wendy Woolfrey
1931-1932,453870,4,4,0.0,Betty Holmes
1931-1932,453872,4,4,0.0,Delmont Purflett
1931-1932,453869,4,4,0.0,George Thomson
1931-1932,420587,4,4,0.0,Jean  Brown
1931-1932,453871,4,4,0.0,Valerie Dickson
1931-1932,454860,6,6,0.0,A Fusselle
1931-1932,453597,18,20,0.010145,Carolyn Forsyth
1931-1932,454859,6,6,0.0,D Vautier
1931-1932,454858,28,28,0.008072,Heather Bell
1931-1932,454861,6,6,0.0,J S K Maclennon
1931-1932,451594,8,8,0.000562,Joyce Lambert
1931-1932,453585,6,6,0.0,Zelma Bernstein
1931-1932,454866,1,1,0.0,Arthur Freeman
1931-1932,454879,6,6,4e-06,E Hernshaw
1931-1932,451849,6,6,4e-06,Helen Blood
1931-1932,454880,6,6,4e-06,J MacDonald
1931-1932,251148,12,14,0.002379,Leslie  Hay-Simpson
1931-1932,453592,12,14,0.002379,Marguerite Shirlaw
1931-1932,454877,6,6,4e-06,Mrs Jenkins
1931-1932,455194,8,8,4e-06,Mary Shirlaw
1931-1932,451613,17,17,0.018216,Richard Dowse
1931-1932,415879,8,8,4e-06,Robert Gibson
1931-1932,455197,8,8,4e-06,Walter Trennick
1931-1932,453465,14,16,0.005925,Charles Leslie Cunnington
1931-1932,443294,4,4,0.00011,Vern Cunnington
1931-1932,259119,4,4,0.0,Duncan MacDougall
1931-1932,245441,4,4,0.0,James Hancock
1931-1932,227193,11,12,0.038259,Laura West
1931-1932,442279,13,19,0.038084,William Gates
1931-1932,246908,5,5,1e-05,Colin Jones
1931-1932,455806,4,4,0.0,Harold  Riley
1931-1932,455807,4,4,0.0,Hessel Morrison
1931-1932,227275,4,4,0.0,Jean Blue
1931-1932,455808,4,4,0.0,Moyna Martin
1931-1932,477554,12,12,0.0,"Alec Derwent Hope AC, OBE"
1931-1932,486248,12,12,0.0,Angus Hunter
1931-1932,486247,12,12,0.0,Earnest Southgate
1931-1932,463905,12,12,0.0,Eugenie McNeil
1931-1932,456045,12,12,0.0,Gregory Walker-Taylor
1931-1932,2104,18,18,0.029638,James Pratt
1931-1932,484047,12,12,0.0,Meg Service
1931-1932,486236,12,12,0.0,Norma McLeod
1931-1932,484056,12,12,0.0,Patricia Rutherford
1931-1932,486249,12,12,0.0,Robert Lockwood
1931-1932,463901,12,12,0.0,Ronald Andrews
1931-1932,477607,12,12,0.0,Stephen Leach
1931-1932,486245,12,12,0.0,Winifred Pratt
1931-1932,228075,37,39,0.007778,Ellis Price
1931-1932,253393,48,50,0.019274,Herbert Leigh
1931-1932,453402,16,16,0.013683,John Henry Pickard
1931-1932,228849,5,5,1e-06,May Hollinworth
1931-1932,238375,36,38,0.003695,Nancye Stewart
1931-1932,463913,5,5,1e-06,Phyllis McGrath
1931-1932,477472,6,6,0.0,Alfreda Bedford
1931-1932,477473,6,6,0.0,Donald Walsh
1931-1932,402065,6,6,0.0,Harold Watch
1931-1932,454200,6,6,0.0,Jane Connolly
1931-1932,477474,6,6,0.0,Mrs Albert Cazabon
1931-1932,228248,6,6,0.0,Norah Cazabon
1931-1932,477570,11,11,0.0,Alice Maude
1931-1932,477571,11,11,0.0,Anne Milhuish
1931-1932,477573,11,11,0.0,Clarice Hoffe
1931-1932,477574,11,11,0.0,E Jackson
1931-1932,477580,11,11,0.0,E Whitehead
1931-1932,477575,11,11,0.0,G B Butterworth
1931-1932,477578,11,11,0.0,Irene Packard
1931-1932,477572,11,11,0.0,John O'Keefe
1931-1932,477581,11,11,0.0,M Wilson
1931-1932,453857,13,14,0.002039,R Seymour Costelloe
1931-1932,455300,13,14,0.002039,Roger Murphy
1931-1932,232016,1,1,0.0,Betty Rayner AM
1931-1932,232015,1,1,0.0,Joan Rayner AM
1931-1932,231461,24,24,7e-05,Amy Rochelle
1931-1932,419092,73,230,0.031959,Bernard Manning
1931-1932,238380,95,199,0.016981,Cecil Kellaway
1931-1932,411103,82,207,0.003115,Cecil Pawley
1931-1932,245685,57,57,0.039732,Connie Hobbs
1931-1932,411299,82,207,0.003115,Dulcie Davenport
1931-1932,457335,24,24,7e-05,Elsie May
1931-1932,411346,90,118,0.011679,Ena Nobbs
1931-1932,237173,91,146,0.004166,Gwen Bullock
1931-1932,231999,106,193,0.008213,Herbert Browne
1931-1932,241191,40,67,0.000375,Hori Thomas
1931-1932,530203,35,46,0.000336,J H Scott
1931-1932,230803,98,224,0.026331,Jean Duncan
1931-1932,457229,24,24,7e-05,John Pauley
1931-1932,236692,78,167,0.005276,Leo Franklyn
1931-1932,407025,40,63,0.001082,Leslie Donaghy
1931-1932,238640,51,75,0.011047,Leslie Holland
1931-1932,230980,68,221,0.018517,Marie Bremner
1931-1932,233198,39,51,0.011479,Miriam Lester
1931-1932,450002,91,146,0.004166,Myrtle Greenhill
1931-1932,444565,71,79,0.002551,Roy Baxter
1931-1932,236748,102,172,0.007898,Sidney Burchall
1931-1932,226764,95,163,0.006453,Sidney Wheeler
1931-1932,248709,101,185,0.006003,William Perryman
1931-1932,414127,91,146,0.004166,Wyn Scarborough
1931-1932,452472,37,56,0.002242,Alban Whitehead
1931-1932,452456,22,22,9.7e-05,Arthur Stigant
1931-1932,230711,46,46,0.015051,Don Nicol
1931-1932,411342,22,22,9.7e-05,Jim Ryan
1931-1932,238359,59,247,0.018659,John Ralston
1931-1932,452114,29,39,0.001288,Marjorie Maxwell
1931-1932,248710,27,30,0.000965,Molly Tyrell
1931-1932,241179,92,140,0.006351,Mona Potts
1931-1932,411107,82,119,0.002793,Rita Lloyd
1931-1932,414154,101,169,0.008474,Romola Hansen
1931-1932,235609,46,84,0.001133,Dorothy Brunton
1931-1932,401389,27,38,0.000293,Maidie  Hope
1931-1932,233238,59,61,0.029362,Mayne Lynton
1931-1932,449819,70,97,0.000746,Dorothy Duval
1931-1932,230754,33,33,0.003954,Frank Bradley
1931-1932,494606,21,21,6.9e-05,Owen Trappes
1931-1932,238775,43,70,0.022053,Alfred Frith
1931-1932,254022,20,20,0.000254,Bertha Riccardo
1931-1932,530538,20,20,0.000254,Bonnie Ford
1931-1932,411300,42,97,0.000386,Elved Jay
1931-1932,236787,50,108,0.00182,Eric Bush
1931-1932,236711,57,88,0.011503,Gus Bluett
1931-1932,444318,20,20,0.000254,Holly Frecker
1931-1932,244015,20,20,0.000254,John Robertson
1931-1932,411298,38,59,0.001111,Mary Rigby
1931-1932,484002,31,31,0.004876,Mercia George
1931-1932,241182,42,97,0.000386,Mona Zeppel
1931-1932,236795,73,85,0.02121,Nellie Barnes
1931-1932,411344,42,45,0.003867,Peggy Rockley
1931-1932,259818,31,32,0.0043,Rosie Le Varde
1931-1932,468962,34,52,0.002371,Tui Black
1931-1932,530539,20,20,0.000254,Vera Jeffries
1931-1932,235465,78,105,0.054204,Vivian Edwards
1931-1932,231867,66,87,0.041526,Alathea Siddons
1931-1932,227138,12,12,7.8e-05,George Burns
1931-1932,469831,20,20,0.005418,Jefferson Tait
1931-1932,237047,39,167,0.00063,Clifford Cowley
1931-1932,457004,32,136,2e-05,Dawn Harding
1931-1932,454057,24,65,3.1e-05,Diana Belmont
1931-1932,226739,42,235,4e-05,Evelyn Gardiner
1931-1932,233167,39,220,0.000207,Gregory Stroud
1931-1932,468415,27,81,0.000147,Harry Williams
1931-1932,235944,42,235,4e-05,Ivan Menzies
1931-1932,457530,27,114,5e-06,James Patterson
1931-1932,242192,25,98,2e-06,John Fraser
1931-1932,236788,42,235,4e-05,Leo Darnton
1931-1932,456740,35,152,0.000196,Maisie Ramsay
1931-1932,457531,22,68,0.00024,Marjory Jacoby
1931-1932,438409,42,235,4e-05,Mary Hotham
1931-1932,450997,25,84,1.2e-05,Thomas Broderick
1931-1932,456738,18,51,0.0,Tillie Wimpney
1931-1932,457529,19,58,0.0,Bonnie Roberts
1931-1932,530540,19,38,6.5e-05,Dora Taite
1931-1932,230760,19,38,6.5e-05,Elsa Stenning
1931-1932,452115,19,38,6.5e-05,Irma Hugheson
1931-1932,235942,27,63,0.000546,Len Gotting
1931-1932,530234,24,96,6e-05,Nancy Horne
1931-1932,452424,19,38,6.5e-05,Rita Gibson
1931-1932,480047,24,52,0.000258,Robert Molyneaux
1931-1932,457520,38,130,0.000455,Rona Wimpney
1931-1932,452135,33,92,0.000124,Chester Harris
1931-1932,415062,15,30,0.0,Ed Keane
1931-1932,405668,15,30,0.0,Harold Williams
1931-1932,452442,19,46,1.4e-05,Henry Jackson
1931-1932,237994,15,15,0.002575,Frank Morrison
1931-1932,530541,15,15,0.002575,Ivan Samuell
1931-1932,452457,37,61,0.007234,Nell Taylor
1931-1932,444663,23,32,0.002383,Victor Haines
1931-1932,530542,15,15,0.002575,William Tuess
1931-1932,449616,10,10,0.001669,Grace Crotty
1931-1932,406761,10,10,0.001669,Phil Smith
1931-1932,237942,7,7,4.1e-05,Eileen Morris
1931-1932,237943,8,12,1.4e-05,J B Rowe
1931-1932,240237,26,47,0.000831,Noel Boyd
1931-1932,238798,5,5,3.5e-05,Ada Reeve
1931-1932,528920,38,69,0.005365,Dorothy Dewar
1931-1932,516280,27,27,0.002853,Lily Molloy
1931-1932,509828,9,9,0.0,Charles O'Donnell
1931-1932,236135,19,49,0.002313,Clem Dawe
1931-1932,530574,9,9,0.0,Eddie Fields
1931-1932,235482,9,9,0.0,Fred Quintrell
1931-1932,530573,25,41,0.014337,Josephine Trix
1931-1932,230710,9,9,0.0,Lily Moore
1931-1932,530572,9,9,0.0,Mark Hagon
1931-1932,485649,9,9,0.0,Neil McKay
1931-1932,405792,19,49,0.002313,Renie Riano
1931-1932,505898,9,9,0.0,Sam the Saxaphone Man
1931-1932,528909,12,12,0.0,Doris Foster
1931-1932,480542,67,67,0.011341,Edna Ralston
1931-1932,408791,12,12,0.0,Essie Jennings
1931-1932,439549,32,537,0.000572,Heather Jones
1931-1932,480792,12,12,0.0,Howard Hall
1931-1932,229033,12,12,0.0,Jim Gerald
1931-1932,473637,12,12,0.0,Leo Trenette
1931-1932,473283,12,12,0.0,Lily Coburn
1931-1932,488553,12,12,0.0,Lou Cottam
1931-1932,488554,12,12,0.0,Thelma Duff
1931-1932,234661,32,537,0.000572,Tom Dale
1931-1932,531677,20,40,0.0,Alfred Laronne
1931-1932,525892,20,40,0.0,Barry Ross
1931-1932,507106,57,122,0.051277,Cyril James
1931-1932,530060,20,40,0.0,Denny Murphy
1931-1932,462588,25,51,0.00143,Doris Whimp 
1931-1932,530577,20,40,0.0,Hal Cooper
1931-1932,530576,20,40,0.0,Helen Page
1931-1932,531675,20,40,0.0,Jerry Thomas
1931-1932,530575,20,40,0.0,Leon Kimberley
1931-1932,225059,40,565,0.000126,Letty Craydon
1931-1932,531673,20,40,0.0,Linda Lee
1931-1932,403976,25,51,0.00143,Mike Connors
1931-1932,531676,20,40,0.0,Peggy Laronne
1931-1932,229034,25,51,0.00143,Queenie Paul OAM
1931-1932,480432,20,40,0.0,Reg Beacham
