window,contributor_id,degree,weighted_degree,betweenness,name
2006-2007,417581,10,10,0.0001,Esti Rogis
2006-2007,411332,10,10,0.0001,Lee Jones
2006-2007,411819,10,10,0.0001,Oliver Wenn
2006-2007,9893,10,10,0.0001,Richard Gyoerffy
2006-2007,4547,2,2,0.0,Danny Adcock
2006-2007,231408,2,2,0.0,Kate Mulvany
2006-2007,214347,2,2,0.0,Martin Vaughan
2006-2007,245713,5,5,0.0,John Higgins
2006-2007,406946,5,5,0.0,Ryan Johnson
2006-2007,9882,1,1,0.0,Maria Theodorakis
2006-2007,420038,6,6,0.0,Natascha Flowers
2006-2007,407459,1,1,0.0,Tom O'Sullivan
2006-2007,1175,3,3,0.0,Bheki Mkhwane
2006-2007,1174,3,3,0.0,Ellis Pearson
2006-2007,8166,3,3,0.0,Stefo Nantsou
2006-2007,4364,3,3,0.0,Tom Lycos
2006-2007,417657,1,1,0.0,Habib Dembele
2006-2007,417658,1,1,0.0,Pitcho Womba Konga
2006-2007,417998,4,4,4.8e-05,Genevieve Mortiss
2006-2007,417997,2,2,0.0,Julia Knapman
2006-2007,416539,2,2,0.0,Melanie Robinson
2006-2007,244681,4,6,0.0,Bryce Youngman
2006-2007,243187,3,3,0.0,Bryan Andrews
2006-2007,6247,5,5,4e-06,Andrew Crowley
2006-2007,418466,5,5,4e-06,Mel Stewart
2006-2007,259745,0,0,0.0,Nicola Gunn
2006-2007,6697,1,1,0.0,Emma J Hawkins
2006-2007,410973,1,1,0.0,Keith Lim
2006-2007,214302,2,2,0.0,Kyas Sherriff
2006-2007,420043,2,2,0.0,Kylie Coolwell
2006-2007,259702,3,3,0.0,John Pollitt
2006-2007,258145,3,3,0.0,Kim Taylor
2006-2007,419753,3,3,0.0,Lucy Bath
2006-2007,246776,3,3,0.0,Simon Corfield
2006-2007,418007,1,1,0.0,Maggie Hoffman
2006-2007,418008,1,1,0.0,Steve Ciuffo
2006-2007,3053,5,5,0.0,Caroline Gillmer
2006-2007,2987,5,5,0.0,Donna Lee
2006-2007,4156,5,5,0.0,Jenny Vuletic
2006-2007,673,5,5,0.0,Susan-Ann Walker
2006-2007,3262,5,5,0.0,Susie French
2006-2007,241012,5,5,0.0,Vivien Davies
2006-2007,417467,3,3,0.0,Elenoa Rokobaro
2006-2007,255919,3,3,0.0,Lucy Durack
2006-2007,260393,0,0,0.0,Anna Galvin
2006-2007,418443,12,12,0.0,Adam J Yeend
2006-2007,238577,12,12,0.0,Adam McGurk
2006-2007,416574,12,12,0.0,Charlene Ramage
2006-2007,418165,12,12,0.0,Gary Tunks
2006-2007,418444,12,12,0.0,Iain P F  McDonald
2006-2007,418164,12,12,0.0,Jacinta Moses
2006-2007,9954,12,12,0.0,Katie Ditchburn
2006-2007,418441,12,12,0.0,Michael Cutrupi
2006-2007,418442,12,12,0.0,Michael Powell
2006-2007,418163,12,12,0.0,Rachel McNamara
2006-2007,412947,12,12,0.0,Roger Adam Smith
2006-2007,246858,12,12,0.0,Wayne Tunks
2006-2007,418431,4,4,0.0,Billie Rose Pritchard
2006-2007,6142,4,4,0.0,Jenny Apostolou
2006-2007,4354,2,2,0.0,Bruce Spence
2006-2007,259675,4,4,0.002336,Charlie Garber
2006-2007,258510,9,9,4e-06,Elliot Weston
2006-2007,411321,9,9,4e-06,Nick Simpson-Deeks
2006-2007,2259,9,9,4e-06,Peter Cousens
2006-2007,226845,9,9,4e-06,Peter Meredith
2006-2007,3204,9,9,4e-06,Philip Dodd
2006-2007,418513,1,1,0.0,Celia Bickmore-Hutt
2006-2007,418512,1,1,0.0,Megan Alston
2006-2007,418514,0,0,0.0,Julien Cottereau
2006-2007,413175,4,4,0.0,Anna-Lea Russo
2006-2007,257245,4,4,0.0,Nick Curnow
2006-2007,251770,4,4,0.0,Richard Cartwright
2006-2007,418533,1,1,0.0,Brenda Blethyn
2006-2007,245146,1,1,0.0,Sigrid Thornton
2006-2007,6659,1,1,0.0,Jake Blundell
2006-2007,419483,2,2,0.0,Lachlan Williams
2006-2007,419484,2,2,0.0,Paula Searle
2006-2007,2110,1,1,0.0,Clare Bartholomew
2006-2007,234214,1,1,0.0,Daniel Tobias
2006-2007,419494,2,2,0.0,Danielle Jackson
2006-2007,419493,2,2,0.0,Renai Caruso
2006-2007,413021,2,2,0.0,Sophie Cleary
2006-2007,233633,0,0,0.0,Daniel Kitson
2006-2007,9980,3,3,0.0,Luke  Ryan 
2006-2007,247748,2,2,0.001204,Craig Menaud
2006-2007,418961,4,4,0.0,Asia Ramli
2006-2007,6584,4,4,0.0,Djakapurra Munyarryun
2006-2007,418962,4,4,0.0,Hamrin Samad
2006-2007,418960,4,4,0.0,Muhamad Isaq
2006-2007,411334,1,1,0.0,Abigail Austin
2006-2007,237213,4,4,0.0,Alison Davies
2006-2007,415071,4,4,0.0,Brett Ellwood
2006-2007,420042,4,4,0.0,Daniela Giorgi
2006-2007,450442,4,4,0.0,David Tibbles
2006-2007,450445,4,4,0.0,John Maynard
2006-2007,420086,2,2,0.0,Yasmina Wicks
2006-2007,419178,2,2,0.0,Claudia O'Doherty
2006-2007,418430,2,2,0.0,Nick Coyle
2006-2007,259965,2,2,0.0,Adam McKenzie
2006-2007,422517,2,2,0.0,Robert Lloyd
2006-2007,420200,2,2,0.0,Tegan Higginbotham
2006-2007,406401,0,0,0.0,Mark Tregonning
2006-2007,422478,2,4,0.0,Hamish Fletcher
2006-2007,246489,2,4,0.0,Sam Routledge
2006-2007,422477,2,4,0.0,Tamara Rewse
2006-2007,425031,0,0,0.0,Khanh Trieu
2006-2007,485586,44,44,0.0,Alan Cinis
2006-2007,462038,44,44,0.0,Clive Smither 
2006-2007,235773,44,44,0.0,Colin Dean
2006-2007,542980,44,44,0.0,Corey Snide
2006-2007,445514,44,44,0.0,David Wynen
2006-2007,537688,44,44,0.0,Dayton Tavares
2006-2007,462031,44,44,0.0,Fiona Booker 
2006-2007,255203,44,44,0.0,Gerry Symonds
2006-2007,231029,44,44,0.0,Glen Hogstrom
2006-2007,4667,44,44,0.0,Grant Dale
2006-2007,462042,44,44,0.0,Joel Slater 
2006-2007,1385,44,44,0.0,John Xintavelonis
2006-2007,424282,44,44,0.0,Joshua Denyer
2006-2007,238940,44,44,0.0,Joshua Horner
2006-2007,462032,44,44,0.0,Kelsi Boyden 
2006-2007,462041,44,44,0.0,Landen Hale-Brown 
2006-2007,239379,44,44,0.0,Linal Haft
2006-2007,421856,44,44,0.0,Lochlan Denholm
2006-2007,230062,44,44,0.0,Lola Nixon
2006-2007,9628,44,44,0.0,Matthew Trent
2006-2007,539952,44,44,0.0,Michael Dameski
2006-2007,229366,44,44,0.0,Michelle Collins
2006-2007,250736,44,44,0.0,Nathan Sheens
2006-2007,462030,44,44,0.0,Nick Twiney 
2006-2007,253693,44,44,0.0,Paul Whiteley
2006-2007,462029,44,44,0.0,Rhys Kosakowski 
2006-2007,2467,44,44,0.0,Richard Piper
2006-2007,450170,44,44,0.0,Samantha Morley
2006-2007,462040,44,44,0.0,Scott Eveleigh 
2006-2007,450167,44,44,0.0,Scott Hili
2006-2007,462043,44,44,0.0,Shannon Jolliff 
2006-2007,462036,44,44,0.0,Simon Roborgh 
2006-2007,250067,44,44,0.0,Stephen Davison
2006-2007,539875,44,44,0.0,Taylor-Rose Campanella
2006-2007,462039,44,44,0.0,Thomas Doherty 
2006-2007,239042,44,44,0.0,Tracy Wilson
2006-2007,6696,2,2,0.0,Christopher Brown
2006-2007,237418,2,2,0.0,Katie-Jean Harding
2006-2007,445063,8,8,0.0,Amanda LaBonté
2006-2007,411865,8,8,0.0,Brad Flynn
2006-2007,3075,8,8,0.0,Don Bridges
2006-2007,9156,8,8,0.0,Drew Tingwell
2006-2007,9910,8,8,0.0,Helen Hopkins
2006-2007,242215,8,8,0.0,Jeremiah Tickell
2006-2007,427953,8,8,0.0,Lelda Kapsis
2006-2007,407556,8,8,0.0,Matthew Molony
2006-2007,242876,8,8,0.0,Sophie Lampel
2006-2007,250306,0,0,0.0,Sam Simmons
2006-2007,10067,2,2,0.0,Ben Rogan
2006-2007,4195,2,2,0.0,Matthew Crosby
2006-2007,9570,2,2,0.0,Yumi Umiumare
2006-2007,231630,2,2,0.0,Dillie Keane
2006-2007,260987,2,2,0.0,Jenny Eclair
2006-2007,420181,2,2,0.0,Linda Robson
2006-2007,440999,3,3,0.0,Diana Smith
2006-2007,440997,3,3,0.0,Frances Barrett
2006-2007,425888,3,3,0.0,Kate Blackmore 
2006-2007,440998,3,3,0.0,Kelly Doley
2006-2007,481962,0,0,0.0,Emma Donovan
2006-2007,232336,0,0,0.0,Caroline Daish
2006-2007,445103,0,0,0.0,Meow Meow
2006-2007,494168,0,0,0.0,David Hoyle
2006-2007,492580,0,0,0.0,Varla Jean Merman
2006-2007,498077,0,0,0.0,Peter Whiflord
2006-2007,428326,0,0,0.0,Mark Watson
2006-2007,6852,0,0,0.0,Wil Anderson
2006-2007,229752,1,1,0.0,Bob Downe
2006-2007,425921,2,2,0.0,Maya Jupiter
2006-2007,425923,2,2,0.0,Nick Power
2006-2007,431770,2,2,0.0,Sista Native
2006-2007,250473,0,0,0.0,Clive James
2006-2007,498331,0,0,0.0,Tori Amos
2006-2007,420359,0,0,0.0,Tim Freedman
2006-2007,498351,1,1,0.0,Ars Vitalis
2006-2007,498350,1,1,0.0,Meret Vitalis
2006-2007,677,3,6,0.0,Angus Cerini
2006-2007,426949,3,6,0.0,Gemma Cavoli
2006-2007,247896,3,6,0.0,Samantha Tolj
2006-2007,246142,3,6,0.0,Sharon Davis
2006-2007,1955,1,1,0.0,Tiffany Speight
2006-2007,31,0,0,0.0,Fiona Scott-Norman
2006-2007,6887,0,0,0.0,Tom Gleeson
2006-2007,2114,1,1,0.0,Denise Drysdale
2006-2007,2083,0,0,0.0,Fiona O'Loughlin
2007-2008,416248,5,5,6.6e-05,Adam Booth
2007-2008,6282,5,5,6.6e-05,Alan Flower
2007-2008,416249,5,5,6.6e-05,Andrea Demetriades
2007-2008,9615,15,17,0.003681,Catherine Moore
2007-2008,413815,12,13,0.013996,Ryan Gibson
2007-2008,226388,10,11,0.005375,Wendy Strehlow
2007-2008,214309,21,29,0.026831,Guy Edmonds
2007-2008,2286,13,20,0.005529,Jeanette Cronin
2007-2008,260396,11,18,0.000632,Matt Zeremes
2007-2008,2511,10,10,0.002547,Max Cullen
2007-2008,413682,1,1,0.0,iOTA
2007-2008,413820,6,6,1.8e-05,Saskia Smith
2007-2008,234698,4,4,0.002541,Drew Fairley
2007-2008,243931,1,1,0.0,Kate Smith
2007-2008,1945,13,13,0.0,Ana Maria Belo
2007-2008,257690,13,13,0.0,Andrew Koblar
2007-2008,6166,14,14,0.004756,Darren Gilshenan
2007-2008,229292,15,16,0.001624,Ed Wightman
2007-2008,255918,16,16,0.006068,Hollie Andrew
2007-2008,408292,33,35,0.043345,James Millar
2007-2008,9178,13,13,0.0,Jolyon James
2007-2008,6216,13,13,0.0,Kris McQuade
2007-2008,9179,13,13,0.0,Lara Mulcahy
2007-2008,6606,29,29,0.017739,Mitchell Butel
2007-2008,6153,36,37,0.048782,Paula Arundell
2007-2008,3196,27,29,0.030022,Simon Burke AO
2007-2008,6353,30,32,0.036443,Tim Richards
2007-2008,6506,22,22,0.020822,Ursula Yovich
2007-2008,4070,3,3,0.0,Toni Lamond
2007-2008,416285,7,7,0.0,Alexandr Zavialov
2007-2008,416281,7,7,0.0,Elena Kalinina
2007-2008,416283,7,7,0.0,Igor Ivanov
2007-2008,416280,7,7,0.0,Ksenia Rappoport
2007-2008,416282,7,7,0.0,Petr Semak
2007-2008,416284,7,7,0.0,Sergey Kuryshev
2007-2008,416286,7,7,0.0,Tatiana Schuko
2007-2008,416287,7,7,0.0,Vitaly Pichik
2007-2008,236947,4,4,0.0,Georgie Parker
2007-2008,417601,4,4,0.0,Jonathan Prescott
2007-2008,3377,4,4,0.0,Lorraine Bayly
2007-2008,6624,9,9,0.002589,Mark Kilmurry
2007-2008,4902,13,13,0.004162,Queenie van de Zandt
2007-2008,9268,0,0,0.0,Chris Goode
2007-2008,416045,0,0,0.0,Taylor Mac
2007-2008,3694,25,25,0.031064,William Zappa
2007-2008,237396,1,1,0.0,Clare Mason
2007-2008,416098,1,1,0.0,Wendy Greenfield
2007-2008,3393,13,13,0.001474,Barry Otto
2007-2008,232228,2,2,0.0,Blazey Best
2007-2008,6478,4,4,0.000329,Josh Quong Tart
2007-2008,3869,12,24,0.0,Alan John
2007-2008,233867,22,61,0.001444,Amber McMahon
2007-2008,2323,22,61,0.001444,Brandon Burke
2007-2008,230057,30,54,0.009461,Colin Moody
2007-2008,9075,12,35,0.0,Dan Spielman
2007-2008,404963,22,61,0.001444,Eden Falk
2007-2008,249904,18,48,0.000391,Emily Russell
2007-2008,6195,22,61,0.001444,Hayley McElhinney
2007-2008,229583,12,35,0.0,Helen Thomson
2007-2008,922,22,61,0.001444,John Gaden AO
2007-2008,413074,19,48,0.000304,Martin Blum
2007-2008,2142,22,61,0.001444,Pamela Rabe
2007-2008,225812,18,48,0.000391,Peter Carroll AM
2007-2008,536580,3,3,0.0,David James
2007-2008,3312,3,3,0.0,Geoff Kelso
2007-2008,2452,7,9,0.004081,Jonathan Biggins
2007-2008,4659,3,3,0.0,Tony Harvey
2007-2008,9956,26,26,0.020418,Bert LaBonté
2007-2008,1747,10,10,0.0,Christen O'Leary
2007-2008,9671,10,10,0.0,Daniel Fletcher
2007-2008,418053,10,10,0.0,Jackie Rae Lythgo
2007-2008,407667,10,10,0.0,Jamie McGregor
2007-2008,418052,10,10,0.0,Josie Lane
2007-2008,9439,10,10,0.0,Lisa McCune
2007-2008,234044,10,10,0.0,Magda Szubanski
2007-2008,713,10,10,0.0,Marina Prior
2007-2008,433112,10,10,0.0,Tim Wright
2007-2008,3992,10,10,0.0,Tyler Coppin
2007-2008,242022,5,5,0.000407,Ben Winspear
2007-2008,542,13,13,0.006746,Robyn Nevin
2007-2008,417999,4,4,0.0,Shaun Goss
2007-2008,9292,10,10,0.0,Alison Whyte
2007-2008,6163,10,10,0.0,Caroline Brazier
2007-2008,6218,10,10,0.0,Christopher Pitman
2007-2008,2079,10,10,0.0,Colin Lane
2007-2008,6504,10,10,0.0,Felicity Price
2007-2008,6449,19,19,0.01318,Glenn Hazeldine
2007-2008,418462,10,10,0.0,Jacinta Stapleton
2007-2008,9305,10,10,0.0,Mandy McElhinney
2007-2008,228604,10,10,0.0,Rhys Muldoon
2007-2008,6554,34,44,0.02936,Steve Le Marquand
2007-2008,6215,10,10,0.0,Travis McMahon
2007-2008,254959,33,40,0.046651,Ewen Leslie
2007-2008,2325,6,6,1.1e-05,Hugo Weaving
2007-2008,6001,6,6,1.1e-05,Jeremy Sims
2007-2008,260080,14,15,0.021016,Marton Csokas
2007-2008,6354,11,12,0.003835,Steve Rodgers
2007-2008,10042,6,6,1.1e-05,Susan Prior
2007-2008,6357,6,6,1.1e-05,Susie Porter
2007-2008,6417,20,20,0.009335,Deborah Mailman
2007-2008,231923,13,13,0.000152,Kristina Chan
2007-2008,9622,25,33,0.012664,Luke Mullins
2007-2008,10154,18,26,0.00133,Marta Dusseldorp
2007-2008,1331,16,16,0.013087,Paul Capsis
2007-2008,3606,20,21,0.004297,Robert Menzies
2007-2008,3904,1,1,0.0,Peter Kowitz
2007-2008,413311,0,0,0.0,Karin Schaupp
2007-2008,231470,11,11,0.007147,Amanda Bishop
2007-2008,3109,2,2,0.0,Diane Smith
2007-2008,5149,2,2,0.0,Sara Grenfell
2007-2008,248770,10,10,0.001081,Anna Lise Phillips
2007-2008,203022,8,8,0.0,Damian Rice
2007-2008,257300,32,34,0.028629,Hazem Shammas
2007-2008,416245,8,8,0.0,Indyana Schneider
2007-2008,249240,8,8,0.0,Jacqueline Linke
2007-2008,3217,12,12,0.00652,Lynette Curran
2007-2008,253661,11,11,0.022602,Michael Denkha
2007-2008,2393,27,29,0.02379,Russell Kiefel
2007-2008,416246,8,8,0.0,Shakira Wilson
2007-2008,454329,7,13,0.0,Andrew Hansen
2007-2008,259651,7,13,0.0,Ben Borgia
2007-2008,6213,8,14,0.001742,John Leary
2007-2008,238512,7,13,0.0,Leon Ford
2007-2008,6217,12,18,0.001375,Rebecca Massey
2007-2008,412453,7,13,0.0,Toby Moore
2007-2008,2577,5,5,0.0,Christopher Ryan
2007-2008,6324,5,5,0.0,David Williams
2007-2008,401472,5,5,0.0,Jane Phegan
2007-2008,416252,5,5,0.0,Kim Vercoe
2007-2008,252354,5,5,0.0,Stephen Klinder
2007-2008,6766,5,5,0.0,Yana Taylor
2007-2008,411576,2,2,0.0,Aaron Ward
2007-2008,416468,2,2,0.0,Sarah Herlihy
2007-2008,415427,2,2,0.0,Sylvia Allewelt
2007-2008,9116,11,11,0.0,Derek Metzger
2007-2008,416471,11,11,0.0,Glenn Hill
2007-2008,243269,21,21,0.013891,Lisa Callingham
2007-2008,426927,11,11,0.0,Lucinda Shaw
2007-2008,242590,11,11,0.0,Matthew Robinson
2007-2008,400031,11,11,0.0,Ross Hannaford
2007-2008,3571,11,11,0.0,Sharon Millerchip
2007-2008,426265,11,11,0.0,Stephen Wheat
2007-2008,253156,11,11,0.0,Thern Reynolds
2007-2008,1941,11,11,0.0,Trisha Noble
2007-2008,416472,11,11,0.0,Zoe Trilsbach
2007-2008,416475,7,7,0.0,Akihito Ozaki
2007-2008,6479,20,24,0.017899,Darren Weller
2007-2008,9222,7,7,0.0,Joshua Consandine
2007-2008,235436,7,7,0.0,Kathryn Puie
2007-2008,416473,7,7,0.0,Koya Ito
2007-2008,416476,7,7,0.0,Takashi Suzumura
2007-2008,416474,7,7,0.0,Yoshio Kanoshige
2007-2008,410092,11,11,0.010598,Zoe Tuckwell-Smith
2007-2008,411876,2,2,0.0,Garry West
2007-2008,406648,2,2,0.0,James Deeth
2007-2008,412120,3,3,4e-06,Patrick Magee
2007-2008,416485,1,1,0.0,Jeneffa Soldatic
2007-2008,416484,1,1,0.0,Kerry Flanagan
2007-2008,416488,1,1,0.0,Gary Paramanathan
2007-2008,416487,1,1,0.0,Kunal Mirchandani
2007-2008,251009,16,17,0.007622,Annie Byron
2007-2008,2445,7,7,1e-06,Carole Skinner
2007-2008,6167,7,7,1e-06,Genevieve Hegney
2007-2008,9322,8,9,9.2e-05,Leah Purcell
2007-2008,406794,11,11,0.005063,Lisa Flanagan
2007-2008,238102,16,18,0.006811,Roxanne McDonald
2007-2008,2984,12,12,0.006639,Valerie Bader
2007-2008,6387,6,6,0.003236,Jonathan Gavin
2007-2008,229588,7,7,0.00194,Julia Davis
2007-2008,416542,1,1,0.0,Lilianna Komljenovic
2007-2008,233991,1,1,0.0,Michael O'Connell
2007-2008,6553,13,18,0.001901,Brett Stiller
2007-2008,260982,13,13,0.013077,Katie Fitchett
2007-2008,2321,6,11,0.0,Nicholas Eadie
2007-2008,405612,26,32,0.035158,Robin McLeavy
2007-2008,257160,1,1,0.0,Jaime Mears
2007-2008,6477,45,45,0.001272,Justin Smith
2007-2008,6317,8,8,0.013426,Angela Bauer
2007-2008,6822,3,3,0.0,Elaine Hudson
2007-2008,407561,3,3,0.0,Esti Regos
2007-2008,3644,11,11,0.010638,Gertraud Ingeborg
2007-2008,416553,6,6,2e-05,Albany Dighton
2007-2008,259983,2,2,0.0,Penelope Swales
2007-2008,416554,2,2,0.0,Shay Spencer
2007-2008,256308,2,2,0.0,Alex Dimitriades
2007-2008,229110,2,2,0.0,Camilla Ah Kin
2007-2008,10281,10,10,0.0,David Hynes
2007-2008,2988,10,10,0.0,David Whitney
2007-2008,254816,10,10,0.0,Huw McKinnon
2007-2008,411361,10,10,0.0,Leon Cain
2007-2008,2580,10,10,0.0,Linda Cropper
2007-2008,257171,12,12,0.002539,Matthew Edgerton
2007-2008,6327,10,10,0.0,Michelle Doake
2007-2008,6505,19,19,0.014997,Richard Sydenham
2007-2008,2281,10,10,0.0,Robert Alexander
2007-2008,6170,10,10,0.0,Sean O'Shea
2007-2008,261181,10,10,0.0,Timothy Walter
2007-2008,411567,2,2,0.0,Aaron Fa'Aoso
2007-2008,408525,2,2,0.0,Beccy Iland
2007-2008,416575,2,2,0.0,Carly Andrews
2007-2008,3929,4,4,0.0,Andrew Tighe
2007-2008,411548,4,4,0.0,Anna Crawford
2007-2008,1746,10,10,0.003453,Jacki Weaver
2007-2008,227795,17,17,0.010431,Michael Ross
2007-2008,2779,0,0,0.0,Tom Wright
2007-2008,4471,7,7,0.0,Andrew James
2007-2008,260079,7,7,0.0,Damon Hunter
2007-2008,226590,27,27,0.011279,Garry Scale
2007-2008,3484,12,12,0.005189,Mark  Owen-Taylor
2007-2008,241002,13,13,0.00864,Megan Drury
2007-2008,240570,7,7,0.0,Mr Rob Edward Thomas
2007-2008,413361,11,11,0.004232,Pearl Tan
2007-2008,416742,7,7,0.0,Robert Woodhead
2007-2008,417797,22,22,0.020084,Eve Morey
2007-2008,4604,3,3,0.0,Ned Manning
2007-2008,6140,9,9,0.007651,Tracy Mann
2007-2008,230430,5,5,0.0,Bille Brown AM
2007-2008,233462,6,7,0.001272,David Woods
2007-2008,482,5,5,0.0,Geoffrey Rush AC
2007-2008,2287,24,25,0.011802,Gillian Jones
2007-2008,2873,5,5,0.0,Julie Forsyth
2007-2008,416757,5,5,0.0,Christina Falsone
2007-2008,3699,5,5,0.0,Dina Panozzo
2007-2008,416759,5,5,0.0,Radek Jonak
2007-2008,416758,5,5,0.0,Rorn Gulla
2007-2008,6891,11,11,0.006318,Steve Vella
2007-2008,2260,5,5,0.0,Zoe Carides
2007-2008,237518,1,1,0.0,Astrid Pill
2007-2008,257660,1,1,0.0,Nathan O'Keefe
2007-2008,225518,8,8,0.00016,Graham Rouse
2007-2008,244680,12,12,0.011741,James Evans
2007-2008,214364,8,8,0.00016,Jason Klarwein
2007-2008,10069,8,8,0.00016,Jonathan Hardy
2007-2008,2250,8,8,0.019921,Catherine McClements
2007-2008,252643,4,4,0.003803,Simon Stone
2007-2008,235592,4,4,0.0,Justine Clarke
2007-2008,2470,4,4,0.0,Monica Maughan
2007-2008,3476,4,4,0.0,Richard Roxburgh
2007-2008,3134,13,13,0.006229,Russell Dykstra
2007-2008,411549,1,1,0.0,Catherine McGraffin
2007-2008,203525,1,1,0.0,Michael Craig
2007-2008,234140,2,2,0.0,Russell Smith
2007-2008,9660,6,6,0.001107,Anita Hegh
2007-2008,420248,4,4,0.0,Kathryn Beck
2007-2008,420249,4,4,0.0,Masa Yamaguchi
2007-2008,4439,4,4,0.0,Toni Scanlan
2007-2008,3479,19,21,0.021587,Christopher Stollery
2007-2008,417062,3,3,0.0,Simone McAullay
2007-2008,408755,6,6,0.0,Barry French
2007-2008,254964,6,6,0.0,Ben Brock
2007-2008,247776,6,6,0.0,Louise Fischer
2007-2008,423540,6,6,0.0,Marian Frizelle
2007-2008,233791,6,6,0.0,Sandra Stockley
2007-2008,258162,6,6,0.0,Sara Browne
2007-2008,407104,6,6,0.0,Steven Mathews
2007-2008,257426,4,4,0.0,Janine Penfold
2007-2008,409762,4,4,0.0,Lotte St Clair
2007-2008,411680,4,4,0.0,Michael Howlett
2007-2008,252250,7,8,0.005693,Neil Phipps
2007-2008,413971,4,4,0.0,Tim Major
2007-2008,227087,13,13,0.006024,Kate Raison
2007-2008,417995,5,5,0.0,Kellie Clarke
2007-2008,405594,5,5,0.0,Leigh Scully
2007-2008,3726,5,5,0.0,Paul Gleeson
2007-2008,227726,5,5,0.0,Sarah Chadwick
2007-2008,227694,1,1,0.0,Roger Gimblett
2007-2008,4155,6,6,0.000147,Betty Lucas
2007-2008,2594,17,23,0.002237,Heather Mitchell
2007-2008,403642,6,6,0.000147,Rod Smith
2007-2008,6054,17,17,0.014779,Toby Schmitz
2007-2008,228608,0,0,0.0,Barry Humphries AO
2007-2008,3206,13,13,0.0,Anne Looby
2007-2008,6228,13,13,0.0,Chelsea Plumley
2007-2008,417159,13,13,0.0,Christie Whelan-Browne
2007-2008,1940,16,16,0.012724,David Campbell
2007-2008,257782,42,43,0.060982,Katrina Retallick
2007-2008,255913,13,13,0.0,Natalie Alexopoulos
2007-2008,228900,16,16,0.005154,Pippa Grandison
2007-2008,234945,13,13,0.0,Rodney Dobson
2007-2008,203059,26,26,0.009241,Scott Irwin
2007-2008,6881,13,13,0.0,Tamsin Carroll
2007-2008,400019,21,22,0.009563,Trisha Crowe
2007-2008,253249,3,3,0.0,Anthony Gee
2007-2008,405618,3,3,0.0,Ella Scott-Lynch
2007-2008,236337,3,3,0.0,Robin Goldsworthy
2007-2008,411195,8,8,0.003803,Sam North
2007-2008,415065,2,2,0.0,Clare Pickering
2007-2008,231123,5,6,5e-06,Mark McCann
2007-2008,239629,5,6,5e-06,Patricia Youlden
2007-2008,408295,7,7,0.0,Anthony Stirling-Edgar
2007-2008,417172,8,8,6.6e-05,Lisa Harrison
2007-2008,416576,7,7,0.0,Matt Butcher
2007-2008,539179,7,7,0.0,Michael Sterbal
2007-2008,414910,7,7,0.0,Paul Treacy
2007-2008,417171,9,9,8e-05,Robert Drew
2007-2008,261270,7,7,0.0,Susan Carveth
2007-2008,258944,7,7,0.0,Timothy Bennett
2007-2008,250085,7,10,0.000118,Kate Box
2007-2008,244678,7,10,0.000168,Pip Miller
2007-2008,249376,11,11,0.0,Amie McKenna
2007-2008,2361,15,16,0.000966,Anni Finsterer
2007-2008,6187,11,11,0.0,Bob Baines
2007-2008,448112,22,22,0.005144,Chris Ryan
2007-2008,234321,13,13,0.002539,Leeanna Walsman
2007-2008,3830,11,11,0.0,Marcus Graham
2007-2008,8367,11,11,0.0,Michael Habib
2007-2008,225006,11,11,0.0,Ron Haddrick
2007-2008,401210,11,11,0.0,Tom Wren
2007-2008,249976,11,11,0.0,Wadih Dona
2007-2008,6648,15,16,0.000966,Wayne Blair
2007-2008,226121,0,0,0.0,Miriam Margolyes
2007-2008,409688,2,2,0.0,Melanie Mirto
2007-2008,231399,2,2,0.0,Steve Mouzakis
2007-2008,10213,2,2,0.0,Tamblyn Lord
2007-2008,417373,2,2,0.0,Dan Collopy
2007-2008,417565,2,2,0.0,Garth Holcombe
2007-2008,417566,2,2,0.0,Matias Stevens
2007-2008,256381,1,1,0.0,Katherine Tonkin
2007-2008,250150,0,0,0.0,Andrew Bibby
2007-2008,480,4,4,0.0,Barry Creyton
2007-2008,229084,4,4,0.0,Cris Parker
2007-2008,3025,15,15,0.01038,Judi Farr
2007-2008,4160,4,4,0.0,Noeline Brown
2007-2008,1799,1,1,0.0,Garry McDonald
2007-2008,3594,2,2,0.001272,Henri Szeps
2007-2008,6864,6,6,0.0,Alice Livingstone
2007-2008,228980,6,6,0.0,Barry Langrishe
2007-2008,5355,6,6,0.0,Belinda Giblin
2007-2008,403008,10,10,0.00757,Johann Walraven
2007-2008,417802,6,6,0.0,John Freeman
2007-2008,476,6,6,0.0,Noel Hodda
2007-2008,408754,6,6,0.0,Tenille Halliday
2007-2008,418833,6,6,0.0,Aaron Orzech
2007-2008,418832,6,6,0.0,Fiona Macys Marzo
2007-2008,247918,6,6,0.0,Gareth Ellis
2007-2008,418958,6,6,0.0,Paul Ashcroft
2007-2008,418391,9,9,0.003266,Russ Pirie
2007-2008,404767,6,6,0.0,Xavier Samuel
2007-2008,6289,19,19,0.032586,Josef Ber
2007-2008,6292,6,6,0.00078,Matthew Moore
2007-2008,238830,4,4,0.0,Nicole Winkler
2007-2008,5128,0,0,0.0,Mark Swivel
2007-2008,428058,0,0,0.0,Rachel Weiner
2007-2008,406360,10,10,0.000281,Anna Houston
2007-2008,417581,10,10,0.000281,Esti Rogis
2007-2008,411332,12,12,0.001042,Lee Jones
2007-2008,406974,16,16,0.015614,Nathan Lovejoy
